Record ID,Location ID,Parent Company,Business Name,Trading Name,Legal Company Name,Business Category,Business Subcategory,Independent / Chain,Number of Locations,Website,Facebook,Instagram,Other Social Media,Address Line 1,Address Line 2,Town / City,County,Postcode,Region,Country,Main Phone,Secondary Phone,Mobile,General Email,Sales Email,Purchasing Email,Contact Name,Contact Position,Contact Source,Companies House Number,Company Status,Registered Company Name,Registered Office,Incorporation Date,Existing Vape Brands,Product Categories,Potential Opportunity,Estimated Retail Type,Supplier Information,Sales Notes,Lead Priority,Priority Reasons,Primary Source,Secondary Source,Source Count,Website Checked,Phone Checked,Email Checked,Companies House Checked,Phone Status,Email Status,Last Verified Date,Verification Status,Data Confidence,Duplicate Review,Contact Type,Marketing Legal Basis,Opt-Out Status,Do Not Contact,Date Collected,Lead Status,Date Added,Last Contact,Next Follow-Up,Contact Method,Salesperson,Outcome,CRM Notes
WY-0183,WY-0183-01,,Vaporized Meanwood,Vaporized,,Vape Shop,E-cigarette and e-liquid shop,Unknown,1,,,,,16 Stonegate Road,Meanwood,Leeds,West Yorkshire,LS6 4HY,Yorkshire & Humber,England,0113 274 8997,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,Directory sources conflict on address: 16 Stonegate Road LS6 4HY (ecigdirectory) vs 591 Meanwood Road LS6 4AY (yellowpages.net). Needs on-the-ground verification.,Low,Core relevant category,https://ecigdirectory.co.uk/vape-shop/listing/vaporized-meanwood-leeds,https://www.yellowpages.net/phone_44-1132748997_vaporizer-store_Leeds_PL4814848.html,2,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0184,WY-0184-01,,Vapour Parlour,Vapour Parlour,,Vape Shop,Vape retailer,Independent,1,,,,,83 Kirkby Road,,Hemsworth,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,"eCig Directory lists it at 83 Kirkby Road, Hemsworth, Pontefract. Some directories also associate the Vapour Parlour name with Pontefract town listings.",Medium,Independent retailer; Core relevant category,https://ecigdirectory.co.uk/vape-shop/listing/vapour-parlour,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0185,WY-0185-01,,Wakefield Road Service Station (Featherstone),Wakefield Road Service Station,,Petrol Station / Forecourt,Forecourt with convenience store,Multi-Site Independent,3,,,,,Wakefield Road,,Featherstone,West Yorkshire,,Yorkshire & Humber,England,,,,,,,Saqib Javaid; Zeeshan Ali,Owners / Operators,https://forecourttrader.co.uk/latest-news/forecourt-operator-duo-add-wakefield-road-service-station-to-portfolio/708047.article,,,,,,,fuel; convenience retail,,Petrol Station / Forecourt,,"Leasehold purchase reported by Forecourt Trader: operators Saqib Javaid and Zeeshan Ali added Wakefield Road Service Station, Featherstone (Wakefield district) as the third forecourt in their West Yorkshire portfolio; the pair run two other petrol filling stations in the region (names/addresses of the other two sites and any limited-company vehicle not captured - follow up). Operators publicly self-identified in trade press.",Medium,Multi-site retailer; Independent retailer; Relevant category,https://forecourttrader.co.uk/latest-news/forecourt-operator-duo-add-wakefield-road-service-station-to-portfolio/708047.article,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0186,WY-0186-01,,Wayward Wines,Wayward Wines,,Off-Licence,Natural / organic wine shop,Independent,1,,,,,1C Regent Street,Chapel Allerton,Leeds,West Yorkshire,LS7 4PE,Yorkshire & Humber,England,,,,,,,,,,,,,,,,organic and biodynamic wine; craft beer,,Off-Licence,,"Independent wine shop and bar in Chapel Allerton specialising in organic and biodynamic wines from Italy, France, Spain and beyond.",Low,Independent retailer; Relevant category,https://confidentials.com/leeds/six-of-the-best-bottle-shops,https://leeds-list.com/lifestyle/the-best-bottle-shops-in-leeds/,2,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0187,WY-0187-01,,West End Off Licence,Westend Off Licence Ricky's,,Off-Licence,,Independent,1,,,,,2 Mile Cross Terrace,,Halifax,West Yorkshire,HX1 4HP,Yorkshire & Humber,England,,,,,,,,,,,,,,,,"beers, wines and spirits; soft drinks; snacks",,Off-Licence,,Open 8am-9pm per Yelp listing.,Low,Independent retailer; Relevant category,https://www.yelp.co.uk/biz/westend-off-licence-rickys-halifax,https://www.yorkshire.com/halifax/shopping/off-license/west-end-off-licence,2,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0188,WY-0188-01,,White Rose Catering,White Rose Catering,White Rose Catering Ltd,Cash & Carry,Catering cash and carry wholesaler,Independent,1,,,,,225 Ravenshouse Road,Dewsbury Moor,Dewsbury,West Yorkshire,WF13 3QU,Yorkshire & Humber,England,01924 467054,,,,,,,,,,,,,,,wholesale food; catering supplies,,Cash & Carry,,,Medium,Independent retailer; Core relevant category,https://www.192.com/atoz/business/dewsbury-wf13/cash-and-carry-wholesalers/white-rose-catering-ltd/1cd73791cf719e65496fe8e9a0a2d1c534c879e1/ml/,,1,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0189,WY-0189-01,,Wigton Cash & Carry (Wigton Distribution),Wigton Cash & Carry,Wigton Distribution Ltd,Cash & Carry,"Food and dessert wholesaler, open to the public",Independent,1,http://wigtonfoodservice.co.uk/,https://www.facebook.com/p/Wigton-Distribution-61573554642844/,https://www.instagram.com/wigtonwholesale/,https://www.tiktok.com/@wigtondistribution,27 Lockwood Way,Beeston / Hunslet,Leeds,West Yorkshire,LS11 5TH,Yorkshire & Humber,England,07833 840327,,,,,,,,,09821856,,WIGTON DISTRIBUTION LTD,,,,desserts; food wholesale; catering supplies,,Cash & Carry,,"Dessert and food wholesaler delivering nationwide; phone numbers from social listings (07833 840327 / 07766 345166), not yet verified against official site. CH number seen in CH search result; CH site blocked by proxy.",Medium,Independent retailer; Core relevant category; Active website; Social presence,https://find-and-update.company-information.service.gov.uk/company/09821856,https://www.thomsonlocal.com/search/cash-carry-wholesalers/leeds-west-yorkshire,3,No,No,No,Yes,Unverified,Website Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0190,WY-0190-01,,Yorkshire Fuels (Green Lane Service Station),Yorkshire Fuels,Yorkshire Fuels Ltd,Petrol Station / Forecourt,24-hour forecourt with convenience store,Independent,1,,,,,Green Lane,,Yeadon,West Yorkshire,LS19 7BU,Yorkshire & Humber,England,,,,,,,,,,14479452,Active,YORKSHIRE FUELS LTD,"Gulf Petrol Station, Green Lane, Yeadon, Leeds, LS19 7BU",2022-11-11,,fuel; convenience groceries; snacks; drinks,,Petrol Station / Forecourt,Fuel branding reported as Jet (Yorkshire.com) and Gulf (Petrol Map / CH registered office); site also known as Airport Autopoint,Independent 24/7 forecourt near Leeds Bradford Airport. Companies House details from CH/Endole search result snippets; CH site blocked by proxy for direct verification.,Low,Independent retailer; Relevant category,https://find-and-update.company-information.service.gov.uk/company/14479452,https://www.yorkshire.com/guiseley/services/petrol-stations/yorkshire-fuels,3,No,No,No,Yes,Not Found,Not Found,2026-09-16,Partially Verified,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0191,WY-0191-01,,Zesty Vape,Zesty Vape,,Vape Shop,,Independent,1,,,,,108 Commercial Street,,Brighouse,West Yorkshire,HD6 1AQ,Yorkshire & Humber,England,01484 722183,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,,Medium,Independent retailer; Core relevant category,https://brighouse.cylex-uk.co.uk/vape-shops/,,1,No,No,No,No,Verified directory,Not Found,2026-09-16,Requires Verification,Medium,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0192,WY-0192-01,,eVape Outlet,eVape Outlet,,Vape Shop,Vape shop,Independent,1,,,,,,,Keighley,West Yorkshire,,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vape hardware; e-liquids,,Vape Shop,,Keighley vape shop listed on Cylex; address/phone not captured in snippet - needs enrichment.,Medium,Independent retailer; Core relevant category,https://keighley.cylex-uk.co.uk/company/evape-outlet-27656791.html,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
WY-0193,WY-0193-01,,iVape Lounge,iVape Lounge Todmorden,,Vape Shop,,Independent,1,,,,,53 Halifax Road,,Todmorden,West Yorkshire,OL14 5BB,Yorkshire & Humber,England,,,,,,,,,,,,,,,,vapes; e-liquids,,Vape Shop,,,Medium,Independent retailer; Core relevant category,https://ivape-lounge-todmorden-vape-shop.wheree.com/,,1,No,No,No,No,Not Found,Not Found,2026-09-16,Requires Verification,Low,,Business (B2B),Legitimate interest (B2B) - assess per campaign; PECR: corporate subscribers,,No,2026-09-16,New,2026-09-16,,,,,,
